44.13674	-0.04840
44.13677	-0.04856
44.13680	-0.04856
44.13683	-0.04856
44.13686	-0.04872
44.13689	-0.04872
44.13693	-0.04872
44.13696	-0.04888
44.13699	-0.04888
44.13702	-0.04888
44.13705	-0.04888
44.13708	-0.04888
44.13711	-0.04888
44.13714	-0.04904
44.13718	-0.04904
44.13721	-0.04904
44.13724	-0.04904
44.13727	-0.04904
44.13730	-0.04904
44.13733	-0.04904
44.13736	-0.04904
44.13739	-0.04904
44.13743	-0.04904
44.13746	-0.04904
44.13749	-0.04904
44.13752	-0.04904
44.13755	-0.04904
44.13758	-0.04904
44.13761	-0.04904
44.13764	-0.04904
44.13768	-0.04904
44.13771	-0.04920
44.13774	-0.04920
44.13777	-0.04920
44.13780	-0.04920
44.13783	-0.04920
44.13786	-0.04920
44.13789	-0.04920
44.13793	-0.04920
44.13796	-0.04920
44.13799	-0.04920
44.13802	-0.04920
44.13805	-0.04920
44.13808	-0.04920
44.13811	-0.04920
44.13814	-0.04920
44.13818	-0.04920
44.13821	-0.04920
44.13824	-0.04920
44.13827	-0.04920
44.13830	-0.04920
44.13833	-0.04920
44.13836	-0.04920
44.13839	-0.04920
44.13843	-0.04920
44.13846	-0.04920
44.13849	-0.04920
44.13852	-0.04920
44.13855	-0.04920
44.13858	-0.04920
44.13861	-0.04920
44.13864	-0.04920
44.13868	-0.04920
44.13871	-0.04937
44.13874	-0.04937
44.13877	-0.04937
44.13880	-0.04937
44.13883	-0.04937
44.13886	-0.04937
44.13889	-0.04937
44.13893	-0.04937
44.13896	-0.04937
44.13899	-0.04937
44.13902	-0.04937
44.13905	-0.04937
44.13908	-0.04937
44.13911	-0.04937
44.13914	-0.04937
44.13918	-0.04937
44.13921	-0.04937
44.13924	-0.04937
44.13927	-0.04937
44.13930	-0.04937
44.13933	-0.04937
44.13936	-0.04937
44.13939	-0.04937
44.13943	-0.04937
44.13946	-0.04937
44.13949	-0.04937
44.13952	-0.04937
44.13955	-0.04937
44.13958	-0.04937
44.13961	-0.04937
44.13964	-0.04937
44.13968	-0.04937
44.13971	-0.04937
44.13974	-0.04937
44.13977	-0.04937
44.13980	-0.04937
44.13983	-0.04937
44.13986	-0.04937
44.13989	-0.04937
44.13993	-0.04937
44.13996	-0.04937
44.13999	-0.04953
44.14002	-0.04953
44.14005	-0.04953
44.14008	-0.04953
44.14011	-0.04953
44.14014	-0.04953
44.14018	-0.04953
44.14021	-0.04953
44.14024	-0.04953
44.14027	-0.04953
44.14030	-0.04953
44.14033	-0.04953
44.14036	-0.04953
44.14039	-0.04953
44.14043	-0.04953
44.14046	-0.04953
44.14049	-0.04953
44.14052	-0.04953
44.14055	-0.04953
44.14058	-0.04953
44.14061	-0.04953
44.14064	-0.04953
44.14068	-0.04953
44.14071	-0.04953
44.14074	-0.04953
44.14077	-0.04953
44.14080	-0.04953
44.14083	-0.04953
44.14086	-0.04953
44.14089	-0.04953
44.14093	-0.04953
44.14096	-0.04953
44.14099	-0.04953
44.14102	-0.04953
44.14105	-0.04953
44.14108	-0.04953
44.14111	-0.04953
44.14114	-0.04953
44.14118	-0.04953
44.14121	-0.04953
44.14124	-0.04953
44.14127	-0.04953
44.14130	-0.04953
44.14133	-0.04953
44.14136	-0.04953
44.14139	-0.04953
44.14143	-0.04953
44.14146	-0.04953
44.14149	-0.04953
44.14152	-0.04953
44.14155	-0.04953
44.14158	-0.04953
44.14161	-0.04953
44.14164	-0.04953
44.14168	-0.04953
44.14171	-0.04953
44.14174	-0.04953
44.14177	-0.04953
44.14180	-0.04953
44.14183	-0.04953
44.14186	-0.04953
44.14189	-0.04953
44.14193	-0.04953
44.14196	-0.04953
44.14199	-0.04953
44.14202	-0.04953
44.14205	-0.04953
44.14208	-0.04953
44.14211	-0.04953
44.14214	-0.04953
44.14218	-0.04953
44.14221	-0.04953
44.14224	-0.04953
44.14227	-0.04953
44.14230	-0.04953
44.14233	-0.04953
44.14236	-0.04953
44.14239	-0.04953
44.14243	-0.04953
44.14246	-0.04953
44.14249	-0.04953
44.14252	-0.04953
44.14255	-0.04953
44.14258	-0.04953
44.14261	-0.04953
44.14264	-0.04953
44.14268	-0.04953
44.14271	-0.04953
44.14274	-0.04953
44.14277	-0.04953
44.14280	-0.04953
44.14283	-0.04953
44.14286	-0.04953
44.14289	-0.04953
44.14293	-0.04953
44.14296	-0.04953
44.14299	-0.04953
44.14302	-0.04953
44.14305	-0.04953
44.14308	-0.04953
44.14311	-0.04953
44.14314	-0.04953
44.14318	-0.04953
44.14321	-0.04953
44.14324	-0.04953
44.14327	-0.04953
44.14330	-0.04953
44.14333	-0.04953
44.14336	-0.04953
44.14339	-0.04953
44.14343	-0.04953
44.14346	-0.04953
44.14349	-0.04953
44.14352	-0.04953
44.14355	-0.04953
44.14358	-0.04953
44.14361	-0.04953
44.14364	-0.04953
44.14368	-0.04953
44.14371	-0.04953
44.14374	-0.04953
44.14377	-0.04953
44.14380	-0.04953
44.14383	-0.04953
44.14386	-0.04953
44.14389	-0.04953
44.14393	-0.04953
44.14396	-0.04953
44.14399	-0.04953
44.14402	-0.04953
44.14405	-0.04953
44.14408	-0.04953
44.14411	-0.04953
44.14414	-0.04953
44.14418	-0.04953
44.14421	-0.04953
44.14424	-0.04953
44.14427	-0.04953
44.14430	-0.04953
44.14433	-0.04953
44.14436	-0.04953
44.14439	-0.04953
44.14443	-0.04953
44.14446	-0.04953
44.14449	-0.04953
44.14452	-0.04953
44.14455	-0.04953
44.14458	-0.04953
44.14461	-0.04953
44.14464	-0.04953
44.14468	-0.04953
44.14471	-0.04953
44.14474	-0.04953
44.14477	-0.04953
44.14480	-0.04953
44.14483	-0.04953
44.14486	-0.04953
44.14489	-0.04953
44.14493	-0.04953
44.14496	-0.04953
44.14499	-0.04953
44.14502	-0.04953
44.14505	-0.04953
44.14508	-0.04953
44.14511	-0.04953
44.14514	-0.04953
